instance,walltime
data/tsp100/instances/test/instance_1.lp,0.15427565574645996
data/tsp100/instances/test/instance_2.lp,0.2841324806213379
data/tsp100/instances/test/instance_3.lp,0.29436755180358887
data/tsp100/instances/test/instance_4.lp,0.16681718826293945
data/tsp100/instances/test/instance_5.lp,0.42757272720336914
data/tsp100/instances/test/instance_6.lp,0.2409374713897705
data/tsp100/instances/test/instance_7.lp,0.19579339027404785
data/tsp100/instances/test/instance_8.lp,0.2549283504486084
data/tsp100/instances/test/instance_9.lp,0.39191675186157227
data/tsp100/instances/test/instance_10.lp,0.23524785041809082
data/tsp100/instances/test/instance_11.lp,0.25132250785827637
data/tsp100/instances/test/instance_12.lp,0.22091245651245117
data/tsp100/instances/test/instance_13.lp,0.20194244384765625
data/tsp100/instances/test/instance_14.lp,0.19417977333068848
data/tsp100/instances/test/instance_15.lp,0.17837190628051758
data/tsp100/instances/test/instance_16.lp,1.1072897911071777
data/tsp100/instances/test/instance_17.lp,0.2797713279724121
data/tsp100/instances/test/instance_18.lp,0.1878647804260254
data/tsp100/instances/test/instance_19.lp,0.346386194229126
data/tsp100/instances/test/instance_20.lp,0.29250431060791016
data/tsp100/instances/test/instance_21.lp,0.4611647129058838
data/tsp100/instances/test/instance_22.lp,0.2559516429901123
data/tsp100/instances/test/instance_23.lp,0.17125844955444336
data/tsp100/instances/test/instance_24.lp,0.1737210750579834
data/tsp100/instances/test/instance_25.lp,0.20926594734191895
data/tsp100/instances/test/instance_26.lp,0.28606486320495605
data/tsp100/instances/test/instance_27.lp,0.38520288467407227
data/tsp100/instances/test/instance_28.lp,0.7709927558898926
data/tsp100/instances/test/instance_29.lp,0.16179108619689941
data/tsp100/instances/test/instance_30.lp,0.24898028373718262
data/tsp100/instances/test/instance_31.lp,0.18756651878356934
data/tsp100/instances/test/instance_32.lp,0.2697329521179199
data/tsp100/instances/test/instance_33.lp,0.25583815574645996
data/tsp100/instances/test/instance_34.lp,0.24583005905151367
data/tsp100/instances/test/instance_35.lp,0.17111706733703613
data/tsp100/instances/test/instance_36.lp,0.3095536231994629
data/tsp100/instances/test/instance_37.lp,0.6913325786590576
data/tsp100/instances/test/instance_38.lp,0.2779674530029297
data/tsp100/instances/test/instance_39.lp,0.14811229705810547
data/tsp100/instances/test/instance_40.lp,0.41268444061279297
data/tsp100/instances/test/instance_41.lp,0.2402632236480713
data/tsp100/instances/test/instance_42.lp,0.18568849563598633
data/tsp100/instances/test/instance_43.lp,0.22220873832702637
data/tsp100/instances/test/instance_44.lp,0.13366985321044922
data/tsp100/instances/test/instance_45.lp,1.3806004524230957
data/tsp100/instances/test/instance_46.lp,0.1447141170501709
data/tsp100/instances/test/instance_47.lp,0.22362589836120605
data/tsp100/instances/test/instance_48.lp,0.24181103706359863
data/tsp100/instances/test/instance_49.lp,0.28281617164611816
data/tsp100/instances/test/instance_50.lp,0.30376243591308594
data/tsp100/instances/test/instance_51.lp,0.17352628707885742
data/tsp100/instances/test/instance_52.lp,0.45917773246765137
data/tsp100/instances/test/instance_53.lp,0.19717192649841309
data/tsp100/instances/test/instance_54.lp,0.17443037033081055
data/tsp100/instances/test/instance_55.lp,0.3045194149017334
data/tsp100/instances/test/instance_56.lp,0.1124868392944336
data/tsp100/instances/test/instance_57.lp,0.32224559783935547
data/tsp100/instances/test/instance_58.lp,0.19644689559936523
data/tsp100/instances/test/instance_59.lp,0.2095944881439209
data/tsp100/instances/test/instance_60.lp,0.2593543529510498
data/tsp100/instances/test/instance_61.lp,0.19128918647766113
data/tsp100/instances/test/instance_62.lp,0.21333646774291992
data/tsp100/instances/test/instance_63.lp,0.3141343593597412
data/tsp100/instances/test/instance_64.lp,0.21849560737609863
data/tsp100/instances/test/instance_65.lp,0.1763925552368164
data/tsp100/instances/test/instance_66.lp,0.18569254875183105
data/tsp100/instances/test/instance_67.lp,0.13074278831481934
data/tsp100/instances/test/instance_68.lp,0.16953754425048828
data/tsp100/instances/test/instance_69.lp,0.26250386238098145
data/tsp100/instances/test/instance_70.lp,0.37651729583740234
data/tsp100/instances/test/instance_71.lp,0.5183877944946289
data/tsp100/instances/test/instance_72.lp,0.1472766399383545
data/tsp100/instances/test/instance_73.lp,0.2456216812133789
data/tsp100/instances/test/instance_74.lp,0.1827383041381836
data/tsp100/instances/test/instance_75.lp,0.19890832901000977
data/tsp100/instances/test/instance_76.lp,0.23293256759643555
data/tsp100/instances/test/instance_77.lp,0.42513442039489746
data/tsp100/instances/test/instance_78.lp,0.3181941509246826
data/tsp100/instances/test/instance_79.lp,0.21561479568481445
data/tsp100/instances/test/instance_80.lp,0.41545677185058594
data/tsp100/instances/test/instance_81.lp,0.2646598815917969
data/tsp100/instances/test/instance_82.lp,0.17415189743041992
data/tsp100/instances/test/instance_83.lp,0.26787543296813965
data/tsp100/instances/test/instance_84.lp,0.2693290710449219
data/tsp100/instances/test/instance_85.lp,0.2326493263244629
data/tsp100/instances/test/instance_86.lp,0.22553491592407227
data/tsp100/instances/test/instance_87.lp,0.26455116271972656
data/tsp100/instances/test/instance_88.lp,0.34734010696411133
data/tsp100/instances/test/instance_89.lp,0.30596923828125
data/tsp100/instances/test/instance_90.lp,1.5566685199737549
data/tsp100/instances/test/instance_91.lp,0.39237356185913086
data/tsp100/instances/test/instance_92.lp,0.1390395164489746
data/tsp100/instances/test/instance_93.lp,1.8068645000457764
data/tsp100/instances/test/instance_94.lp,2.103620767593384
data/tsp100/instances/test/instance_95.lp,0.6438970565795898
data/tsp100/instances/test/instance_96.lp,0.2200627326965332
data/tsp100/instances/test/instance_97.lp,0.18899869918823242
data/tsp100/instances/test/instance_98.lp,0.19270610809326172
data/tsp100/instances/test/instance_99.lp,0.1942911148071289
data/tsp100/instances/test/instance_100.lp,0.33752989768981934
