instance,walltime
data/tsp20/instances/test/instance_1.lp,0.030179500579833984
data/tsp20/instances/test/instance_2.lp,0.024689197540283203
data/tsp20/instances/test/instance_3.lp,0.009118318557739258
data/tsp20/instances/test/instance_4.lp,0.008853912353515625
data/tsp20/instances/test/instance_5.lp,0.008611917495727539
data/tsp20/instances/test/instance_6.lp,0.018024444580078125
data/tsp20/instances/test/instance_7.lp,0.00873255729675293
data/tsp20/instances/test/instance_8.lp,0.0056841373443603516
data/tsp20/instances/test/instance_9.lp,0.005289554595947266
data/tsp20/instances/test/instance_10.lp,0.006168365478515625
data/tsp20/instances/test/instance_11.lp,0.01428842544555664
data/tsp20/instances/test/instance_12.lp,0.010255575180053711
data/tsp20/instances/test/instance_13.lp,0.012734413146972656
data/tsp20/instances/test/instance_14.lp,0.011190176010131836
data/tsp20/instances/test/instance_15.lp,0.01034688949584961
data/tsp20/instances/test/instance_16.lp,0.006815671920776367
data/tsp20/instances/test/instance_17.lp,0.00804758071899414
data/tsp20/instances/test/instance_18.lp,0.007977962493896484
data/tsp20/instances/test/instance_19.lp,0.008264541625976562
data/tsp20/instances/test/instance_20.lp,0.00980520248413086
data/tsp20/instances/test/instance_21.lp,0.008717536926269531
data/tsp20/instances/test/instance_22.lp,0.007990598678588867
data/tsp20/instances/test/instance_23.lp,0.009246826171875
data/tsp20/instances/test/instance_24.lp,0.006287574768066406
data/tsp20/instances/test/instance_25.lp,0.021065950393676758
data/tsp20/instances/test/instance_26.lp,0.010506153106689453
data/tsp20/instances/test/instance_27.lp,0.008800983428955078
data/tsp20/instances/test/instance_28.lp,0.007462024688720703
data/tsp20/instances/test/instance_29.lp,0.006728410720825195
data/tsp20/instances/test/instance_30.lp,0.006978511810302734
data/tsp20/instances/test/instance_31.lp,0.006697177886962891
data/tsp20/instances/test/instance_32.lp,0.011079549789428711
data/tsp20/instances/test/instance_33.lp,0.008362531661987305
data/tsp20/instances/test/instance_34.lp,0.014950752258300781
data/tsp20/instances/test/instance_35.lp,0.03855323791503906
data/tsp20/instances/test/instance_36.lp,0.008416414260864258
data/tsp20/instances/test/instance_37.lp,0.007295131683349609
data/tsp20/instances/test/instance_38.lp,0.00991964340209961
data/tsp20/instances/test/instance_39.lp,0.008829355239868164
data/tsp20/instances/test/instance_40.lp,0.009024620056152344
data/tsp20/instances/test/instance_41.lp,0.00611114501953125
data/tsp20/instances/test/instance_42.lp,0.010493040084838867
data/tsp20/instances/test/instance_43.lp,0.013278961181640625
data/tsp20/instances/test/instance_44.lp,0.012334346771240234
data/tsp20/instances/test/instance_45.lp,0.015008926391601562
data/tsp20/instances/test/instance_46.lp,0.013556480407714844
data/tsp20/instances/test/instance_47.lp,0.007727384567260742
data/tsp20/instances/test/instance_48.lp,0.016127586364746094
data/tsp20/instances/test/instance_49.lp,0.0152587890625
data/tsp20/instances/test/instance_50.lp,0.005952358245849609
data/tsp20/instances/test/instance_51.lp,0.006108760833740234
data/tsp20/instances/test/instance_52.lp,0.008540153503417969
data/tsp20/instances/test/instance_53.lp,0.011816978454589844
data/tsp20/instances/test/instance_54.lp,0.008060455322265625
data/tsp20/instances/test/instance_55.lp,0.021900415420532227
data/tsp20/instances/test/instance_56.lp,0.011761665344238281
data/tsp20/instances/test/instance_57.lp,0.009160995483398438
data/tsp20/instances/test/instance_58.lp,0.00923609733581543
data/tsp20/instances/test/instance_59.lp,0.008486270904541016
data/tsp20/instances/test/instance_60.lp,0.010596036911010742
data/tsp20/instances/test/instance_61.lp,0.007333517074584961
data/tsp20/instances/test/instance_62.lp,0.0079803466796875
data/tsp20/instances/test/instance_63.lp,0.01785421371459961
data/tsp20/instances/test/instance_64.lp,0.01578807830810547
data/tsp20/instances/test/instance_65.lp,0.005894184112548828
data/tsp20/instances/test/instance_66.lp,0.009367227554321289
data/tsp20/instances/test/instance_67.lp,0.009320497512817383
data/tsp20/instances/test/instance_68.lp,0.009546518325805664
data/tsp20/instances/test/instance_69.lp,0.01056361198425293
data/tsp20/instances/test/instance_70.lp,0.020137548446655273
data/tsp20/instances/test/instance_71.lp,0.008885383605957031
data/tsp20/instances/test/instance_72.lp,0.012052059173583984
data/tsp20/instances/test/instance_73.lp,0.012940645217895508
data/tsp20/instances/test/instance_74.lp,0.008522272109985352
data/tsp20/instances/test/instance_75.lp,0.013041496276855469
data/tsp20/instances/test/instance_76.lp,0.00975942611694336
data/tsp20/instances/test/instance_77.lp,0.00860452651977539
data/tsp20/instances/test/instance_78.lp,0.008145570755004883
data/tsp20/instances/test/instance_79.lp,0.007493734359741211
