policy,seed,type,instance,nnodes,nlps,stime,gap,status,walltime,proctime
internal:relpscost,545,tsp15,data/tsp15/instances/test_15n/instance_446.lp,2363,2615,4.84,0.0,optimal,6.347823831718415,6.309516437
gnn:supervised,545,tsp15,data/tsp15/instances/test_15n/instance_446.lp,2363,2615,4.63,0.0,optimal,6.235591359902173,6.219914305999998
internal:relpscost,545,tsp15,data/tsp15/instances/test_15n/instance_1325.lp,2363,2615,4.79,0.0,optimal,6.353049239143729,6.326656830000001
gnn:supervised,545,tsp15,data/tsp15/instances/test_15n/instance_1325.lp,2363,2615,4.7,0.0,optimal,6.257057063747197,6.2409726029999995
internal:relpscost,545,tsp15,data/tsp15/instances/test_15n/instance_1030.lp,2363,2615,4.79,0.0,optimal,6.386218112893403,6.335594889000003
gnn:supervised,545,tsp15,data/tsp15/instances/test_15n/instance_1030.lp,2363,2615,4.65,0.0,optimal,6.24430082179606,6.227858163999997
internal:relpscost,545,tsp15,data/tsp15/instances/test_15n/instance_1463.lp,2363,2615,4.76,0.0,optimal,6.354274458717555,6.323927035000004
gnn:supervised,545,tsp15,data/tsp15/instances/test_15n/instance_1463.lp,2363,2615,4.6,0.0,optimal,6.216938245110214,6.201092289999998
internal:relpscost,545,tsp15,data/tsp15/instances/test_15n/instance_1064.lp,2363,2615,4.8,0.0,optimal,6.350700420327485,6.325681498000002
gnn:supervised,545,tsp15,data/tsp15/instances/test_15n/instance_1064.lp,2363,2615,4.65,0.0,optimal,6.241888557560742,6.225657516000005
internal:relpscost,545,tsp15,data/tsp15/instances/test_15n/instance_1922.lp,2363,2615,4.81,0.0,optimal,6.360940142069012,6.329822839000002
gnn:supervised,545,tsp15,data/tsp15/instances/test_15n/instance_1922.lp,2363,2615,4.63,0.0,optimal,6.237419897690415,6.221726283999999
internal:relpscost,545,tsp15,data/tsp15/instances/test_15n/instance_1063.lp,2363,2615,4.79,0.0,optimal,6.374026513658464,6.338514845000006
gnn:supervised,545,tsp15,data/tsp15/instances/test_15n/instance_1063.lp,2363,2615,4.58,0.0,optimal,6.207208068110049,6.191434068999996
internal:relpscost,545,tsp15,data/tsp15/instances/test_15n/instance_1099.lp,2363,2615,4.8,0.0,optimal,6.350447715260088,6.326908832000001
gnn:supervised,545,tsp15,data/tsp15/instances/test_15n/instance_1099.lp,2363,2615,4.64,0.0,optimal,6.229337602388114,6.213075015000001
internal:relpscost,545,tsp15,data/tsp15/instances/test_15n/instance_1348.lp,2363,2615,4.79,0.0,optimal,6.37117627216503,6.3334084709999985
gnn:supervised,545,tsp15,data/tsp15/instances/test_15n/instance_1348.lp,2363,2615,4.63,0.0,optimal,6.237344704102725,6.221679772999991
internal:relpscost,545,tsp15,data/tsp15/instances/test_15n/instance_728.lp,2363,2615,4.87,0.0,optimal,6.366928132250905,6.335761689000009
gnn:supervised,545,tsp15,data/tsp15/instances/test_15n/instance_728.lp,2363,2615,4.61,0.0,optimal,6.207549342419952,6.191776391000005
internal:relpscost,545,tsp15,data/tsp15/instances/test_15n/instance_325.lp,2363,2615,4.8,0.0,optimal,6.361280331853777,6.3332902550000085
gnn:supervised,545,tsp15,data/tsp15/instances/test_15n/instance_325.lp,2363,2615,4.58,0.0,optimal,6.23759574489668,6.222004478999992
internal:relpscost,545,tsp15,data/tsp15/instances/test_15n/instance_1508.lp,2363,2615,4.77,0.0,optimal,6.375095041934401,6.341515652000027
gnn:supervised,545,tsp15,data/tsp15/instances/test_15n/instance_1508.lp,2363,2615,4.64,0.0,optimal,6.241557746194303,6.225825833000016
internal:relpscost,545,tsp15,data/tsp15/instances/test_15n/instance_1625.lp,2363,2615,4.79,0.0,optimal,6.397833439987153,6.351867400000003
gnn:supervised,545,tsp15,data/tsp15/instances/test_15n/instance_1625.lp,2363,2615,4.63,0.0,optimal,6.221678429748863,6.2056393379999975
internal:relpscost,545,tsp15,data/tsp15/instances/test_15n/instance_1924.lp,2363,2615,4.78,0.0,optimal,6.386826050002128,6.341407680000003
gnn:supervised,545,tsp15,data/tsp15/instances/test_15n/instance_1924.lp,2363,2615,4.61,0.0,optimal,6.233622221276164,6.218092789999986
internal:relpscost,545,tsp15,data/tsp15/instances/test_15n/instance_569.lp,2363,2615,4.81,0.0,optimal,6.39812995493412,6.34960261400002
gnn:supervised,545,tsp15,data/tsp15/instances/test_15n/instance_569.lp,2363,2615,4.65,0.0,optimal,6.253194154240191,6.23708704500001
internal:relpscost,545,tsp15,data/tsp15/instances/test_15n/instance_290.lp,2363,2615,4.84,0.0,optimal,6.390381996985525,6.349622197000002
gnn:supervised,545,tsp15,data/tsp15/instances/test_15n/instance_290.lp,2363,2615,4.66,0.0,optimal,6.212654180824757,6.197078227999981
internal:relpscost,545,tsp15,data/tsp15/instances/test_15n/instance_524.lp,2363,2615,4.86,0.0,optimal,6.393832186702639,6.343662029000001
gnn:supervised,545,tsp15,data/tsp15/instances/test_15n/instance_524.lp,2363,2615,4.61,0.0,optimal,6.242853553965688,6.226924992000022
internal:relpscost,545,tsp15,data/tsp15/instances/test_15n/instance_586.lp,2363,2615,4.92,0.0,optimal,6.490319739095867,6.367918438999993
gnn:supervised,545,tsp15,data/tsp15/instances/test_15n/instance_586.lp,2363,2615,4.65,0.0,optimal,6.251862274017185,6.235343658000005
